dpse	dmel
FBgn0071066	FBgn0037162
FBgn0071067	FBgn0002931
FBgn0071069	FBgn0031224
FBgn0071070	FBgn0031228
FBgn0071071	FBgn0037031
FBgn0071072	FBgn0035346
FBgn0071075	FBgn0037408
FBgn0071077	FBgn0027086
FBgn0071078	FBgn0259994
FBgn0071079	FBgn0034688
FBgn0071080	FBgn0034687
FBgn0071081	FBgn0037410
FBgn0071082	FBgn0011659
FBgn0071083	FBgn0035397
FBgn0071084	FBgn0031231
FBgn0071085	FBgn0025702
FBgn0071086	FBgn0031233
FBgn0071088	NA
FBgn0071089	FBgn0024194
FBgn0071090	FBgn0039749
FBgn0071091	FBgn0037411
FBgn0071092	FBgn0040623
FBgn0071093	FBgn0262873
FBgn0071094	FBgn0003651
FBgn0071095	FBgn0039733
FBgn0071096	FBgn0035424
FBgn0071097	FBgn0260398
FBgn0071102	FBgn0024277
FBgn0071103	FBgn0039857
FBgn0071104	FBgn0037156
FBgn0071105	FBgn0039858
FBgn0071106	FBgn0035437
FBgn0071107	FBgn0011722
FBgn0071108	FBgn0036264
FBgn0071109	FBgn0037414
FBgn0071110	FBgn0039908
FBgn0071112	FBgn0035400
FBgn0071113	FBgn0039859
FBgn0071114	FBgn0037419
FBgn0071115	FBgn0010504
FBgn0071116	FBgn0040279
FBgn0071117	FBgn0039864
FBgn0071118	FBgn0086856
FBgn0071119	FBgn0030230
FBgn0071122	FBgn0031247
FBgn0071123	FBgn0039868
FBgn0071124	FBgn0015623
FBgn0071125	FBgn0037424
FBgn0071126	FBgn0036230
FBgn0071131	FBgn0036847
FBgn0071134	FBgn0030540
FBgn0071135	FBgn0261952
FBgn0071138	FBgn0035520
FBgn0071139	FBgn0028664
FBgn0071140	FBgn0035491
FBgn0071141	FBgn0025686
FBgn0071143	FBgn0035484
FBgn0071144	FBgn0023522
FBgn0071146	NA
FBgn0071147	FBgn0031244
FBgn0071148	FBgn0086912
FBgn0071149	FBgn0022246
FBgn0071150	FBgn0001170
FBgn0071152	FBgn0037313
FBgn0071153	FBgn0036204
FBgn0071154	FBgn0002945
FBgn0071155	FBgn0031232
FBgn0071156	FBgn0036836
FBgn0071158	NA
FBgn0071159	FBgn0015278
FBgn0071161	FBgn0038705
FBgn0071162	FBgn0086779
FBgn0071163	FBgn0032965
FBgn0071164	FBgn0003275
FBgn0071165	FBgn0032964
FBgn0071166	FBgn0032968
FBgn0071168	FBgn0036822
FBgn0071169	FBgn0040351
FBgn0071171	FBgn0040340
FBgn0071172	FBgn0000015
FBgn0071173	FBgn0004430
FBgn0071175	FBgn0036194
FBgn0071176	FBgn0014455
FBgn0071177	FBgn0030638
FBgn0071178	FBgn0038109
FBgn0071179	FBgn0036196
FBgn0071181	FBgn0036187
FBgn0071182	FBgn0010352
FBgn0071183	NA
FBgn0071184	FBgn0033028
FBgn0071185	FBgn0038113
FBgn0071187	FBgn0003206
FBgn0071188	FBgn0038114
FBgn0071189	FBgn0037562
FBgn0071190	FBgn0037563
FBgn0071191	FBgn0030551
FBgn0071193	FBgn0011741
FBgn0071194	FBgn0030678
FBgn0071196	FBgn0002774
FBgn0071197	FBgn0040551
FBgn0071198	FBgn0037428
FBgn0071200	FBgn0037570
FBgn0071201	NA
FBgn0071202	FBgn0030316
FBgn0071203	FBgn0030316
FBgn0071204	FBgn0037572
FBgn0071205	FBgn0030311
FBgn0071206	FBgn0038690
FBgn0071207	FBgn0030310
FBgn0071208	FBgn0004552
FBgn0071209	FBgn0031115
FBgn0071210	FBgn0259481
FBgn0071211	FBgn0030304
FBgn0071214	FBgn0264712
FBgn0071216	FBgn0037777
FBgn0071217	FBgn0031391
FBgn0071218	FBgn0036156
FBgn0071219	FBgn0262740
FBgn0071221	FBgn0031107
FBgn0071222	FBgn0037590
FBgn0071223	FBgn0037592
FBgn0071224	FBgn0027334
FBgn0071226	FBgn0037594
FBgn0071227	FBgn0031109
FBgn0071228	FBgn0030294
FBgn0071229	FBgn0030292
FBgn0071230	FBgn0037603
FBgn0071231	FBgn0037611
FBgn0071232	FBgn0085377
FBgn0071234	FBgn0011282
FBgn0071236	FBgn0033528
FBgn0071237	FBgn0037618
FBgn0071238	FBgn0262114
FBgn0071240	FBgn0026394
FBgn0071241	FBgn0037625
FBgn0071243	FBgn0002552
FBgn0071244	FBgn0039252
FBgn0071245	FBgn0037630
FBgn0071247	FBgn0033527
FBgn0071248	FBgn0033371
FBgn0071249	FBgn0038683
FBgn0071250	FBgn0039258
FBgn0071251	FBgn0039259
FBgn0071252	FBgn0015240
FBgn0071253	FBgn0033381
FBgn0071254	FBgn0034495
FBgn0071256	FBgn0039265
FBgn0071257	FBgn0036992
FBgn0071258	FBgn0034468
FBgn0071259	FBgn0015371
FBgn0071260	FBgn0036134
FBgn0071263	FBgn0030346
FBgn0071264	FBgn0029092
FBgn0071265	FBgn0033996
FBgn0071266	FBgn0034000
FBgn0071267	FBgn0036099
FBgn0071268	FBgn0262110
FBgn0071269	FBgn0030495
FBgn0071271	FBgn0038680
FBgn0071272	FBgn0031261
FBgn0071277	FBgn0039272
FBgn0071278	FBgn0039627
FBgn0071279	FBgn0260933
FBgn0071280	FBgn0039271
FBgn0071281	FBgn0031260
FBgn0071282	FBgn0039628
FBgn0071283	FBgn0039628
FBgn0071284	FBgn0039630
FBgn0071285	FBgn0265047
FBgn0071287	FBgn0039282
FBgn0071288	FBgn0039286
FBgn0071289	FBgn0039293
FBgn0071290	FBgn0039297
FBgn0071291	FBgn0039298
FBgn0071292	FBgn0039299
FBgn0071294	FBgn0039303
FBgn0071295	FBgn0039305
FBgn0071296	FBgn0039306
FBgn0071298	FBgn0028944
FBgn0071299	FBgn0028947
FBgn0071300	FBgn0033486
FBgn0071302	FBgn0262617
FBgn0071303	FBgn0052564
FBgn0071304	FBgn0039634
FBgn0071305	FBgn0039301
FBgn0071306	FBgn0039635
FBgn0071307	FBgn0039636
FBgn0071308	FBgn0039308
FBgn0071309	FBgn0039637
FBgn0071310	FBgn0039638
FBgn0071311	FBgn0039642
FBgn0071312	FBgn0033538
FBgn0071313	FBgn0031253
FBgn0071314	FBgn0041186
FBgn0071315	FBgn0033540
FBgn0071317	FBgn0039313
FBgn0071319	FBgn0024836
FBgn0071320	FBgn0038488
FBgn0071321	FBgn0014427
FBgn0071322	FBgn0039650
FBgn0071323	FBgn0029176
FBgn0071324	FBgn0028647
FBgn0071326	FBgn0034425
FBgn0071327	FBgn0031250
FBgn0071328	FBgn0027376
FBgn0071329	FBgn0261575
FBgn0071330	FBgn0039332
FBgn0071331	FBgn0031249
FBgn0071332	FBgn0039331
FBgn0071335	FBgn0000286
FBgn0071336	FBgn0031640
FBgn0071337	FBgn0031638
FBgn0071338	FBgn0085380
FBgn0071341	FBgn0261811
FBgn0071344	FBgn0031078
FBgn0071345	FBgn0010434
FBgn0071351	FBgn0034436
FBgn0071353	FBgn0037644
FBgn0071354	FBgn0037645
FBgn0071355	FBgn0037646
FBgn0071356	FBgn0037647
FBgn0071357	FBgn0027503
FBgn0071358	FBgn0260243
FBgn0071359	FBgn0037648
FBgn0071361	FBgn0037652
FBgn0071362	FBgn0026380
FBgn0071363	FBgn0037653
FBgn0071364	FBgn0037654
FBgn0071366	FBgn0037656
FBgn0071367	FBgn0264075
FBgn0071368	FBgn0002932
FBgn0071369	FBgn0263251
FBgn0071370	FBgn0037657
FBgn0071371	FBgn0014018
FBgn0071372	FBgn0028708
FBgn0071373	FBgn0037661
FBgn0071374	FBgn0037662
FBgn0071375	FBgn0037312
FBgn0071376	FBgn0040281
FBgn0071377	FBgn0250746
FBgn0071378	FBgn0037265
FBgn0071379	FBgn0011828
FBgn0071380	FBgn0035234
FBgn0071381	FBgn0035236
FBgn0071383	FBgn0035464
FBgn0071384	FBgn0037293
FBgn0071385	FBgn0004167
FBgn0071386	NA
FBgn0071387	FBgn0035443
FBgn0071388	FBgn0035257
FBgn0071389	FBgn0035444
FBgn0071390	FBgn0035438
FBgn0071391	FBgn0035445
FBgn0071392	FBgn0035155
FBgn0071393	FBgn0035436
FBgn0071394	FBgn0035429
FBgn0071395	FBgn0027903
FBgn0071396	FBgn0011573
FBgn0071397	FBgn0035273
FBgn0071398	FBgn0067864
FBgn0071399	FBgn0027790
FBgn0071400	FBgn0035283
FBgn0071401	FBgn0035285
FBgn0071402	FBgn0262624
FBgn0071403	FBgn0035585
FBgn0071404	FBgn0000449
FBgn0071405	FBgn0035147
FBgn0071406	FBgn0035145
FBgn0071407	FBgn0035421
FBgn0071408	FBgn0035263
FBgn0071410	FBgn0033206
FBgn0071411	FBgn0039805
FBgn0071413	FBgn0039675
FBgn0071414	FBgn0032915
FBgn0071418	FBgn0030099
FBgn0071419	FBgn0030098
FBgn0071420	FBgn0260771
FBgn0071423	FBgn0030052
FBgn0071424	FBgn0000274
FBgn0071425	FBgn0262112
FBgn0071426	FBgn0039796
FBgn0071427	FBgn0000416
FBgn0071429	FBgn0011739
FBgn0071430	FBgn0004573
FBgn0071433	FBgn0035435
FBgn0071434	FBgn0035404
FBgn0071436	FBgn0030053
FBgn0071437	FBgn0035402
FBgn0071438	FBgn0043458
FBgn0071439	FBgn0028577
FBgn0071440	FBgn0011204
FBgn0071441	FBgn0035227
FBgn0071442	FBgn0035228
FBgn0071443	FBgn0261675
FBgn0071444	FBgn0035372
FBgn0071445	NA
FBgn0071447	FBgn0035232
FBgn0071451	FBgn0035238
FBgn0071453	FBgn0030100
FBgn0071454	FBgn0033209
FBgn0071455	FBgn0030057
FBgn0071456	FBgn0030054
FBgn0071458	FBgn0033075
FBgn0071459	FBgn0030050
FBgn0071461	FBgn0026679
FBgn0071462	FBgn0086362
FBgn0071463	FBgn0030097
FBgn0071464	FBgn0030041
FBgn0071465	FBgn0014032
FBgn0071466	FBgn0030101
FBgn0071467	FBgn0030102
FBgn0071468	FBgn0035101
FBgn0071469	FBgn0086367
FBgn0071472	NA
FBgn0071473	FBgn0030037
FBgn0071474	FBgn0033280
FBgn0071475	FBgn0000077
FBgn0071476	FBgn0033473
FBgn0071477	FBgn0033475
FBgn0071478	FBgn0037387
FBgn0071479	FBgn0040236
FBgn0071480	FBgn0040235
FBgn0071481	FBgn0261260
FBgn0071482	FBgn0003295
FBgn0071483	FBgn0033465
FBgn0071484	FBgn0027084
FBgn0071485	FBgn0033128
FBgn0071486	FBgn0033132
FBgn0071488	FBgn0040234
FBgn0071489	FBgn0029958
FBgn0071490	FBgn0022786
FBgn0071492	FBgn0029957
FBgn0071493	FBgn0029959
FBgn0071494	FBgn0016041
FBgn0071495	FBgn0033232
FBgn0071497	FBgn0037329
FBgn0071499	FBgn0033158
FBgn0071502	FBgn0051549
FBgn0071503	FBgn0024294
FBgn0071504	FBgn0037305
FBgn0071505	NA
FBgn0071506	FBgn0030506
FBgn0071507	FBgn0030510
FBgn0071508	FBgn0026787
FBgn0071510	FBgn0037377
FBgn0071512	FBgn0028504
FBgn0071514	FBgn0027082
FBgn0071515	FBgn0264606
FBgn0071516	FBgn0035150
FBgn0071517	FBgn0034763
FBgn0071518	NA
FBgn0071520	FBgn0026398
FBgn0071521	FBgn0031636
FBgn0071522	FBgn0031016
FBgn0071524	FBgn0031020
FBgn0071525	FBgn0031021
FBgn0071526	FBgn0000227
FBgn0071528	FBgn0038220
FBgn0071530	FBgn0027111
FBgn0071531	FBgn0003660
FBgn0071532	NA
FBgn0071533	FBgn0260742
FBgn0071534	FBgn0033495
FBgn0071535	FBgn0003139
FBgn0071536	FBgn0026206
FBgn0071538	FBgn0039835
FBgn0071539	FBgn0011764
FBgn0071541	FBgn0028982
FBgn0071543	FBgn0036723
FBgn0071544	FBgn0000257
FBgn0071546	FBgn0027291
FBgn0071547	FBgn0031051
FBgn0071548	FBgn0031050
FBgn0071550	FBgn0031048
FBgn0071552	FBgn0029810
FBgn0071553	FBgn0038304
FBgn0071555	FBgn0261524
FBgn0071556	FBgn0014179
FBgn0071557	FBgn0021776
FBgn0071558	FBgn0264707
FBgn0071560	FBgn0033807
FBgn0071561	FBgn0035026
FBgn0071562	FBgn0026148
FBgn0071563	FBgn0036618
FBgn0071564	FBgn0038002
FBgn0071565	FBgn0039557
FBgn0071566	FBgn0039555
FBgn0071567	FBgn0035811
FBgn0071568	FBgn0034346
FBgn0071569	FBgn0032393
FBgn0071570	FBgn0264291
FBgn0071571	FBgn0038057
FBgn0071572	FBgn0039131
FBgn0071573	FBgn0038665
FBgn0071574	FBgn0037491
FBgn0071575	FBgn0036571
FBgn0071576	FBgn0016762
FBgn0071578	FBgn0029512
FBgn0071579	FBgn0038847
FBgn0071580	FBgn0038080
FBgn0071581	FBgn0261985
FBgn0071582	FBgn0015399
FBgn0071583	FBgn0260635
FBgn0071584	FBgn0001296
FBgn0071585	FBgn0004394
FBgn0071587	FBgn0039419
FBgn0071588	FBgn0032451
FBgn0071589	FBgn0261041
FBgn0071591	FBgn0038928
FBgn0071593	FBgn0036514
FBgn0071594	FBgn0036083
FBgn0071595	FBgn0036515
FBgn0071596	FBgn0003124
FBgn0071598	FBgn0033542
FBgn0071599	FBgn0086368
FBgn0071600	FBgn0035124
FBgn0071601	FBgn0261266
FBgn0071602	FBgn0036483
FBgn0071603	FBgn0028425
FBgn0071604	FBgn0003710
FBgn0071605	FBgn0038590
FBgn0071606	FBgn0038577
FBgn0071607	FBgn0029134
FBgn0071608	FBgn0033557
FBgn0071609	FBgn0036492
FBgn0071610	FBgn0035137
FBgn0071611	FBgn0035686
FBgn0071612	FBgn0038617
FBgn0071613	FBgn0038539
FBgn0071614	FBgn0033543
FBgn0071615	FBgn0037489
FBgn0071617	FBgn0033550
FBgn0071618	FBgn0086898
FBgn0071619	FBgn0033556
FBgn0071620	FBgn0033558
FBgn0071621	FBgn0000303
FBgn0071622	FBgn0017414
FBgn0071623	FBgn0038558
FBgn0071625	FBgn0043470
FBgn0071627	FBgn0024188
FBgn0071628	FBgn0022943
FBgn0071629	FBgn0038100
FBgn0071631	FBgn0037370
FBgn0071633	FBgn0261723
FBgn0071634	FBgn0036082
FBgn0071636	FBgn0033686
FBgn0071637	FBgn0010238
FBgn0071638	FBgn0033744
FBgn0071639	FBgn0028683
FBgn0071640	FBgn0026741
FBgn0071641	FBgn0033774
FBgn0071642	FBgn0031987
FBgn0071643	FBgn0033323
FBgn0071646	FBgn0030676
FBgn0071647	FBgn0033624
FBgn0071648	FBgn0011555
FBgn0071649	FBgn0011554
FBgn0071650	FBgn0011556
FBgn0071652	FBgn0025373
FBgn0071653	FBgn0037368
FBgn0071654	FBgn0015582
FBgn0071655	FBgn0033581
FBgn0071656	FBgn0031768
FBgn0071657	FBgn0022069
FBgn0071658	FBgn0030596
FBgn0071660	FBgn0035370
FBgn0071661	FBgn0031505
FBgn0071662	FBgn0038202
FBgn0071663	FBgn0020368
FBgn0071664	FBgn0032465
FBgn0071665	FBgn0033521
FBgn0071666	FBgn0033027
FBgn0071667	FBgn0044452
FBgn0071668	FBgn0000394
FBgn0071670	NA
FBgn0071671	NA
FBgn0071673	FBgn0037797
FBgn0071675	FBgn0033987
FBgn0071679	FBgn0039543
FBgn0071680	FBgn0263706
FBgn0071682	NA
FBgn0071683	FBgn0003209
FBgn0071684	FBgn0032065
FBgn0071685	FBgn0032094
FBgn0071686	FBgn0035357
FBgn0071687	NA
FBgn0071688	FBgn0033770
FBgn0071689	FBgn0033652
FBgn0071690	FBgn0033651
FBgn0071692	FBgn0028857
FBgn0071695	FBgn0261999
FBgn0071696	FBgn0035360
FBgn0071699	FBgn0033861
FBgn0071701	FBgn0040371
FBgn0071703	NA
FBgn0071704	FBgn0030542
FBgn0071709	FBgn0261789
FBgn0071711	FBgn0085384
FBgn0071712	FBgn0040385
FBgn0071713	FBgn0261451
FBgn0071714	FBgn0040356
FBgn0071715	FBgn0038968
FBgn0071716	FBgn0034473
FBgn0071717	FBgn0035171
FBgn0071718	FBgn0033926
FBgn0071719	FBgn0030729
FBgn0071721	FBgn0031729
FBgn0071722	FBgn0039577
FBgn0071723	FBgn0032311
FBgn0071725	FBgn0036324
FBgn0071728	FBgn0036010
FBgn0071729	FBgn0004057
FBgn0071730	FBgn0010341
FBgn0071731	FBgn0031064
FBgn0071732	FBgn0010380
FBgn0071733	FBgn0031068
FBgn0071736	FBgn0030586
FBgn0071737	FBgn0030570
FBgn0071738	FBgn0029930
FBgn0071743	FBgn0039599
FBgn0071748	FBgn0015571
FBgn0071749	FBgn0031190
FBgn0071750	FBgn0011692
FBgn0071751	FBgn0037213
FBgn0071752	FBgn0037215
FBgn0071756	FBgn0037294
FBgn0071757	FBgn0037295
FBgn0071760	FBgn0037941
FBgn0071761	FBgn0026086
FBgn0071764	FBgn0032373
FBgn0071765	NA
FBgn0071766	NA
FBgn0071767	FBgn0030629
FBgn0071770	FBgn0040996
FBgn0071772	FBgn0032627
FBgn0071773	FBgn0030297
FBgn0071776	NA
FBgn0071777	NA
FBgn0071778	FBgn0261602
FBgn0071785	FBgn0040942
FBgn0071786	FBgn0035517
FBgn0071788	NA
FBgn0071789	FBgn0031080
FBgn0071791	FBgn0040929
FBgn0071793	FBgn0030074
FBgn0071794	FBgn0029961
FBgn0071795	FBgn0030090
FBgn0071796	FBgn0030103
FBgn0071798	FBgn0037153
FBgn0071799	FBgn0000547
FBgn0071801	NA
FBgn0071802	FBgn0035521
FBgn0071803	FBgn0029740
FBgn0071808	FBgn0029701
FBgn0071809	FBgn0029703
FBgn0071810	FBgn0030725
FBgn0071813	FBgn0031070
FBgn0071814	FBgn0031069
FBgn0071815	FBgn0030666
FBgn0071816	FBgn0035392
FBgn0071819	FBgn0030443
FBgn0071820	FBgn0030439
FBgn0071822	NA
FBgn0071823	NA
FBgn0071824	FBgn0035522
FBgn0071825	FBgn0029771
FBgn0071827	FBgn0035411
FBgn0071828	FBgn0033184
FBgn0071830	FBgn0040308
FBgn0071831	FBgn0035422
FBgn0071833	FBgn0033459
FBgn0071834	FBgn0037341
FBgn0071836	FBgn0035321
FBgn0071838	FBgn0028411
FBgn0071839	FBgn0038427
FBgn0071840	FBgn0033043
FBgn0071842	FBgn0035624
FBgn0071843	FBgn0034408
FBgn0071844	FBgn0010220
FBgn0071845	FBgn0015829
FBgn0071846	FBgn0004240
FBgn0071847	FBgn0033813
FBgn0071849	FBgn0040465
FBgn0071850	FBgn0037206
FBgn0071851	FBgn0033252
FBgn0071852	FBgn0021814
FBgn0071853	FBgn0030055
FBgn0071854	FBgn0024365
FBgn0071855	FBgn0032987
FBgn0071856	FBgn0034511
FBgn0071857	FBgn0034797
FBgn0071858	FBgn0038448
FBgn0071859	FBgn0261286
FBgn0071860	FBgn0041150
FBgn0071862	FBgn0015831
FBgn0071863	FBgn0022288
FBgn0071865	FBgn0029909
FBgn0071866	FBgn0033972
FBgn0071868	FBgn0039006
FBgn0071870	FBgn0037766
FBgn0071872	FBgn0041105
FBgn0071873	FBgn0037779
FBgn0071874	FBgn0037781
FBgn0071875	FBgn0037782
FBgn0071876	FBgn0037796
FBgn0071879	FBgn0037809
FBgn0071880	FBgn0037810
FBgn0071881	NA
FBgn0071883	FBgn0033229
FBgn0071885	FBgn0033222
FBgn0071886	FBgn0033207
FBgn0071887	FBgn0033141
FBgn0071888	FBgn0033138
FBgn0071889	FBgn0263934
FBgn0071890	FBgn0263934
FBgn0071891	FBgn0033140
FBgn0071893	FBgn0033136
FBgn0071894	FBgn0033135
FBgn0071895	FBgn0033134
FBgn0071896	FBgn0033133
FBgn0071898	FBgn0033129
FBgn0071899	FBgn0033127
FBgn0071900	FBgn0029507
FBgn0071901	FBgn0033124
FBgn0071902	FBgn0040666
FBgn0071903	FBgn0035068
FBgn0071904	FBgn0035086
FBgn0071907	FBgn0033973
FBgn0071909	FBgn0033963
FBgn0071910	FBgn0033958
FBgn0071911	FBgn0033961
FBgn0071912	FBgn0033954
FBgn0071913	FBgn0033953
FBgn0071915	FBgn0026427
FBgn0071917	NA
FBgn0071918	FBgn0033945
FBgn0071919	FBgn0033943
FBgn0071920	FBgn0037506
FBgn0071925	FBgn0086346
FBgn0071926	FBgn0039544
FBgn0071927	FBgn0045862
FBgn0071928	FBgn0263025
FBgn0071930	FBgn0046258
FBgn0071931	FBgn0039538
FBgn0071932	NA
FBgn0071933	FBgn0261862
FBgn0071934	FBgn0033526
FBgn0071937	NA
FBgn0071938	FBgn0053476
FBgn0071939	NA
FBgn0071940	FBgn0033515
FBgn0071943	FBgn0261698
FBgn0071944	FBgn0033508
FBgn0071945	FBgn0041242
FBgn0071948	FBgn0033507
FBgn0071949	FBgn0035401
FBgn0071950	FBgn0033502
FBgn0071951	FBgn0033501
FBgn0071952	FBgn0033497
FBgn0071953	FBgn0033500
FBgn0071954	FBgn0033499
FBgn0071955	FBgn0033490
FBgn0071956	FBgn0263260
FBgn0071958	FBgn0033481
FBgn0071959	FBgn0033480
FBgn0071960	FBgn0033461
FBgn0071961	FBgn0033450
FBgn0071962	FBgn0033437
FBgn0071964	NA
FBgn0071965	FBgn0033429
FBgn0071966	FBgn0033422
FBgn0071967	NA
FBgn0071968	NA
FBgn0071970	FBgn0033547
FBgn0071971	FBgn0033549
FBgn0071972	FBgn0033554
FBgn0071974	FBgn0033569
FBgn0071975	FBgn0033572
FBgn0071976	FBgn0033573
FBgn0071977	FBgn0037755
FBgn0071978	FBgn0037750
FBgn0071979	FBgn0037753
FBgn0071980	FBgn0037739
FBgn0071981	NA
FBgn0071982	FBgn0037736
FBgn0071984	FBgn0037672
FBgn0071986	FBgn0034001
FBgn0071989	NA
FBgn0071990	NA
FBgn0071992	FBgn0034031
FBgn0071993	FBgn0034022
FBgn0071995	FBgn0037078
FBgn0071996	FBgn0037076
FBgn0071997	FBgn0037065
FBgn0071998	FBgn0037061
FBgn0071999	FBgn0259239
FBgn0072000	FBgn0259239
FBgn0072001	FBgn0033032
FBgn0072004	FBgn0037042
FBgn0072005	NA
FBgn0072006	FBgn0030868
FBgn0072007	FBgn0035501
FBgn0072008	FBgn0030859
FBgn0072009	FBgn0030847
FBgn0072010	FBgn0030840
FBgn0072011	FBgn0040877
FBgn0072012	FBgn0030826
FBgn0072013	NA
FBgn0072016	FBgn0030806
FBgn0072017	FBgn0030804
FBgn0072019	FBgn0030797
FBgn0072020	FBgn0030794
FBgn0072021	FBgn0030780
FBgn0072023	FBgn0261245
FBgn0072024	FBgn0030769
FBgn0072025	FBgn0030759
FBgn0072026	FBgn0033899
FBgn0072028	FBgn0036679
FBgn0072029	FBgn0036677
FBgn0072030	FBgn0036665
FBgn0072031	FBgn0036660
FBgn0072033	FBgn0024912
FBgn0072035	FBgn0036652
FBgn0072036	FBgn0036638
FBgn0072037	FBgn0036628
FBgn0072038	FBgn0036626
FBgn0072039	FBgn0260460
FBgn0072040	FBgn0040795
FBgn0072041	FBgn0031141
FBgn0072042	NA
FBgn0072044	FBgn0036602
FBgn0072045	FBgn0036600
FBgn0072046	FBgn0036599
FBgn0072048	FBgn0036595
FBgn0072054	FBgn0036584
FBgn0072055	FBgn0036583
FBgn0072056	FBgn0040794
FBgn0072057	FBgn0040074
FBgn0072059	NA
FBgn0072061	FBgn0042201
FBgn0072067	FBgn0026566
FBgn0072068	FBgn0036586
FBgn0072069	FBgn0036585
FBgn0072070	FBgn0036580
FBgn0072071	NA
FBgn0072072	FBgn0036567
FBgn0072075	FBgn0032810
FBgn0072076	FBgn0032809
FBgn0072078	FBgn0263110
FBgn0072079	FBgn0032804
FBgn0072080	FBgn0032803
FBgn0072081	FBgn0032789
FBgn0072082	FBgn0032788
FBgn0072083	FBgn0032780
FBgn0072084	FBgn0032770
FBgn0072085	NA
FBgn0072087	FBgn0032052
FBgn0072088	FBgn0035519
FBgn0072089	FBgn0032054
FBgn0072090	FBgn0032048
FBgn0072092	FBgn0032051
FBgn0072093	FBgn0032053
FBgn0072094	FBgn0032084
FBgn0072095	FBgn0032088
FBgn0072096	FBgn0032096
FBgn0072097	FBgn0032100
FBgn0072098	FBgn0041092
FBgn0072099	FBgn0035523
FBgn0072100	FBgn0032111
FBgn0072101	NA
FBgn0072103	FBgn0032126
FBgn0072104	FBgn0032127
FBgn0072105	FBgn0032139
FBgn0072106	FBgn0032140
FBgn0072107	FBgn0265001
FBgn0072108	FBgn0265001
FBgn0072109	FBgn0032150
FBgn0072110	FBgn0032156
FBgn0072111	FBgn0032163
FBgn0072112	FBgn0032168
FBgn0072113	FBgn0032176
FBgn0072114	NA
FBgn0072115	FBgn0083945
FBgn0072116	FBgn0032175
FBgn0072117	FBgn0032181
FBgn0072118	NA
FBgn0072119	NA
FBgn0072120	FBgn0265002
FBgn0072121	FBgn0031134
FBgn0072122	FBgn0032233
FBgn0072123	NA
FBgn0072124	FBgn0032251
FBgn0072125	FBgn0032260
FBgn0072126	FBgn0033767
FBgn0072127	FBgn0026565
FBgn0072128	FBgn0033750
FBgn0072129	FBgn0033736
FBgn0072130	FBgn0033723
FBgn0072131	FBgn0033732
FBgn0072132	FBgn0033727
FBgn0072134	FBgn0035526
FBgn0072135	FBgn0033720
FBgn0072136	FBgn0033718
FBgn0072137	FBgn0033712
FBgn0072138	FBgn0061197
FBgn0072139	FBgn0261611
FBgn0072140	FBgn0033706
FBgn0072142	FBgn0263020
FBgn0072143	FBgn0035333
FBgn0072144	FBgn0033703
FBgn0072145	FBgn0033692
FBgn0072146	FBgn0033685
FBgn0072147	FBgn0041630
FBgn0072148	FBgn0033667
FBgn0072150	FBgn0033680
FBgn0072152	FBgn0033665
FBgn0072153	FBgn0035529
FBgn0072155	FBgn0033653
FBgn0072156	FBgn0033650
FBgn0072157	FBgn0033649
FBgn0072158	FBgn0033648
FBgn0072159	FBgn0033645
FBgn0072160	FBgn0062449
FBgn0072161	FBgn0033640
FBgn0072162	FBgn0035335
FBgn0072163	NA
FBgn0072164	FBgn0001276
FBgn0072165	FBgn0033623
FBgn0072166	FBgn0033628
FBgn0072168	FBgn0026385
FBgn0072170	FBgn0033614
FBgn0072171	FBgn0003382
FBgn0072172	NA
FBgn0072173	NA
FBgn0072174	FBgn0033609
FBgn0072176	FBgn0033592
FBgn0072177	FBgn0033591
FBgn0072178	NA
FBgn0072179	FBgn0004606
FBgn0072180	FBgn0033608
FBgn0072181	FBgn0041174
FBgn0072182	FBgn0033602
FBgn0072183	FBgn0033599
FBgn0072184	FBgn0033598
FBgn0072185	FBgn0026386
FBgn0072188	FBgn0033579
FBgn0072189	FBgn0040764
FBgn0072190	FBgn0033580
FBgn0072191	FBgn0033578
FBgn0072193	NA
FBgn0072194	FBgn0001989
FBgn0072195	FBgn0028903
FBgn0072196	FBgn0032577
FBgn0072197	FBgn0045827
FBgn0072198	FBgn0036979
FBgn0072199	FBgn0036984
FBgn0072200	FBgn0037013
FBgn0072201	FBgn0037014
FBgn0072202	FBgn0037016
FBgn0072203	FBgn0037015
FBgn0072204	FBgn0040636
FBgn0072205	FBgn0032582
FBgn0072206	NA
FBgn0072207	FBgn0086907
FBgn0072208	FBgn0004781
FBgn0072209	FBgn0026754
FBgn0072210	FBgn0040261
FBgn0072211	FBgn0086673
FBgn0072212	FBgn0261068
FBgn0072213	FBgn0032602
FBgn0072214	FBgn0000406
FBgn0072215	FBgn0032609
FBgn0072216	FBgn0022213
FBgn0072217	FBgn0032612
FBgn0072218	FBgn0032613
FBgn0072219	FBgn0032614
FBgn0072221	FBgn0035643
FBgn0072222	FBgn0035648
FBgn0072226	FBgn0035674
FBgn0072227	FBgn0035687
FBgn0072229	FBgn0035692
FBgn0072230	FBgn0035694
FBgn0072231	FBgn0004779
FBgn0072232	FBgn0026181
FBgn0072233	FBgn0035921
FBgn0072234	FBgn0040828
FBgn0072236	FBgn0035932
FBgn0072238	FBgn0035928
FBgn0072239	FBgn0052023
FBgn0072240	FBgn0035931
