"gid"	"chr"	"start"	"end"	"length_aef"	"gname"
"FBgn0070412"	"3_"	15677372	15680261	2831	"Dpse\GA10354"
"FBgn0070413"	"3_"	15557877	15581435	1272	"Dpse\GA10355"
"FBgn0070414"	"2_"	5902944	5904762	1128	"Dpse\GA10356"
"FBgn0070415"	"XR_group6"	12595982	12597740	1347	"Dpse\GA10358"
"FBgn0070416"	"3_"	3644977	3649633	3957	"Dpse\GA10359"
"FBgn0070417"	"2_"	20585722	20588182	2461	"Dpse\GA10360"
"FBgn0070418"	"XR_group6"	12589916	12594551	2268	"Dpse\GA10361"
"FBgn0070419"	"XR_group6"	12587468	12589195	1602	"Dpse\GA10362"
"FBgn0070420"	"XR_group6"	12583756	12587168	1323	"Dpse\GA10363"
"FBgn0070421"	"2_"	20579945	20581291	1281	"Dpse\GA10364"
"FBgn0070422"	"2_"	20577419	20578742	1248	"Dpse\GA10365"
"FBgn0070424"	"2_"	24739560	24740976	1350	"Dpse\GA10367"
"FBgn0070425"	"XL_group1e"	4640265	4641854	1590	"Dpse\GA10368"
"FBgn0070426"	"XR_group6"	3282325	3288254	5568	"Dpse\GA10369"
"FBgn0070427"	"XR_group6"	12576763	12578490	1416	"Dpse\GA10370"
"FBgn0070429"	"3_"	17595394	17597412	891	"Dpse\GA10372"
"FBgn0070430"	"4_group5"	130899	134981	1146	"Dpse\GA10373"
"FBgn0070433"	"3_"	17593357	17594584	1107	"Dpse\GA10376"
"FBgn0070436"	"2_"	20632079	20636190	3838	"Dpse\GA10379"
"FBgn0070437"	"3_"	17158065	17158960	735	"Dpse\GA10380"
"FBgn0070439"	"4_group5"	109074	115130	5742	"Dpse\GA10382"
"FBgn0070440"	"XR_group8"	3569527	3579779	1464	"Dpse\GA10383"
"FBgn0070441"	"3_"	17578618	17579757	861	"Dpse\GA10384"
"FBgn0070442"	"XR_group8"	3583850	3585251	1266	"Dpse\GA10385"
"FBgn0070443"	"XR_group8"	9187585	9190854	3144	"Dpse\GA10386"
"FBgn0070445"	"XR_group6"	9791423	9792400	978	"Dpse\GA10388"
"FBgn0070446"	"2_"	20546978	20548349	1263	"Dpse\GA10389"
"FBgn0070450"	"2_"	20325148	20334830	2895	"Dpse\GA10393"
"FBgn0070451"	"2_"	20537607	20539113	1251	"Dpse\GA10394"
"FBgn0070452"	"Unknown_group_454"	5026	6654	1533	"Dpse\GA10395"
"FBgn0070454"	"Unknown_group_454"	17511	19110	1428	"Dpse\GA10397"
"FBgn0070455"	"XR_group5"	607566	623832	5442	"Dpse\GA10398"
"FBgn0070456"	"XR_group8"	3908914	3911067	1977	"Dpse\GA10399"
"FBgn0070457"	"XR_group8"	3907287	3908698	1299	"Dpse\GA10400"
"FBgn0070459"	"4_group3"	4796947	4797183	237	"Dpse\GA10402"
"FBgn0070460"	"XR_group6"	3357896	3370583	2343	"Dpse\GA10403"
"FBgn0070461"	"XR_group8"	3849168	3871341	3402	"Dpse\GA10404"
"FBgn0070462"	"XR_group6"	9850817	9851619	600	"Dpse\GA10405"
"FBgn0070463"	"XR_group6"	9809427	9811031	1554	"Dpse\GA10406"
"FBgn0070464"	"XR_group6"	9812843	9815361	1176	"Dpse\GA10407"
"FBgn0070465"	"XR_group8"	3846364	3847425	1062	"Dpse\GA10408"
"FBgn0070466"	"XR_group8"	5631300	5738970	1578	"Dpse\GA10409"
"FBgn0070467"	"2_"	21463395	21465272	1701	"Dpse\GA10410"
"FBgn0070468"	"XR_group6"	1191321	1216146	1290	"Dpse\GA10411"
"FBgn0070469"	"XR_group6"	1120629	1121588	906	"Dpse\GA10412"
"FBgn0070470"	"XR_group6"	1121359	1122909	1431	"Dpse\GA10413"
"FBgn0070471"	"XR_group6"	7995291	7997588	1914	"Dpse\GA10414"
"FBgn0070472"	"XR_group6"	1124269	1125108	840	"Dpse\GA10415"
"FBgn0070473"	"XR_group6"	1125310	1126792	1350	"Dpse\GA10416"
"FBgn0070474"	"XR_group6"	1184058	1184965	825	"Dpse\GA10417"
"FBgn0070475"	"XR_group6"	1213215	1214354	1140	"Dpse\GA10418"
"FBgn0070476"	"2_"	21458691	21462821	3318	"Dpse\GA10419"
"FBgn0070477"	"XR_group6"	8058925	8060957	1776	"Dpse\GA10420"
"FBgn0070478"	"XR_group6"	8063035	8064064	960	"Dpse\GA10421"
"FBgn0070479"	"XR_group6"	8067284	8069675	1614	"Dpse\GA10422"
"FBgn0070480"	"Unknown_group_503"	2257	4348	1902	"Dpse\GA10423"
"FBgn0070481"	"XR_group6"	8070164	8071762	1599	"Dpse\GA10424"
"FBgn0070483"	"XR_group6"	8087579	8097780	1866	"Dpse\GA10426"
"FBgn0070487"	"XR_group6"	3474862	3490023	1920	"Dpse\GA10430"
"FBgn0070489"	"4_group3"	2215003	2215905	537	"Dpse\GA10432"
"FBgn0070490"	"4_group5"	95874	98291	1344	"Dpse\GA10433"
"FBgn0070491"	"XR_group6"	3385743	3395897	2049	"Dpse\GA10434"
"FBgn0070492"	"2_"	21379569	21382181	1455	"Dpse\Orco"
"FBgn0070493"	"2_"	16099716	16100972	1257	"Dpse\GA10436"
"FBgn0070494"	"2_"	21391209	21392758	1374	"Dpse\Or83a"
"FBgn0070495"	"XR_group6"	3252256	3254373	1452	"Dpse\GA10438"
"FBgn0070496"	"XL_group1a"	6000308	6003062	2295	"Dpse\GA10439"
"FBgn0070498"	"4_group3"	2218585	2241117	1647	"Dpse\GA10441"
"FBgn0070499"	"XR_group6"	3304952	3307832	2511	"Dpse\GA10442"
"FBgn0070500"	"4_group3"	7989008	7990131	996	"Dpse\GA10443"
"FBgn0070501"	"XR_group6"	8103576	8105095	1269	"Dpse\GA10444"
"FBgn0070502"	"4_group3"	7985677	7986792	1050	"Dpse\GA10445"
"FBgn0070503"	"XR_group6"	8105521	8106264	744	"Dpse\GA10446"
"FBgn0070504"	"XR_group6"	8117983	8135742	2208	"Dpse\GA10447"
"FBgn0070506"	"XR_group6"	3301544	3303757	1644	"Dpse\GA10449"
"FBgn0070507"	"4_group5"	85271	86534	1152	"Dpse\GA10450"
"FBgn0070508"	"XR_group6"	8166646	8171231	846	"Dpse\GA10451"
"FBgn0070509"	"2_"	21247189	21257749	8595	"Dpse\GA10452"
"FBgn0070510"	"4_group5"	69026	83540	11622	"Dpse\GA10453"
"FBgn0070511"	"XR_group6"	3311659	3346340	2271	"Dpse\GA10454"
"FBgn0070512"	"XR_group6"	8282470	8285920	2682	"Dpse\GA10455"
"FBgn0070513"	"XR_group6"	8316720	8317245	417	"Dpse\GA10456"
"FBgn0070514"	"4_group3"	7973971	7983715	4605	"Dpse\GA10457"
"FBgn0070516"	"4_group3"	7967148	7968671	1386	"Dpse\GA10459"
"FBgn0070518"	"XR_group6"	8318891	8321329	438	"Dpse\GA10461"
"FBgn0070519"	"4_group3"	7952208	7962853	669	"Dpse\GA10462"
"FBgn0070520"	"XR_group6"	8326695	8328737	2043	"Dpse\GA10463"
"FBgn0070521"	"XR_group6"	8339780	8341891	1989	"Dpse\GA10464"
"FBgn0070522"	"XR_group6"	3276707	3277916	1152	"Dpse\GA10465"
"FBgn0070523"	"XL_group1e"	8081839	8083285	1005	"Dpse\GA10466"
"FBgn0070525"	"4_group3"	7940459	7942350	1269	"Dpse\GA10468"
"FBgn0070526"	"4_group3"	656171	658499	2034	"Dpse\GA10469"
"FBgn0070528"	"4_group1"	755478	757093	1557	"Dpse\GA10471"
"FBgn0070530"	"4_group4"	3770583	3771283	624	"Dpse\GA10473"
"FBgn0070532"	"XR_group6"	3263346	3265335	1479	"Dpse\GA10475"
"FBgn0070533"	"4_group4"	3787830	3790695	2676	"Dpse\GA10476"
"FBgn0070534"	"XR_group6"	3255434	3259011	2121	"Dpse\GA10477"
"FBgn0070535"	"4_group4"	3781810	3782412	549	"Dpse\GA10478"
"FBgn0070536"	"3_"	12335140	12338064	2808	"Dpse\GA10479"
"FBgn0070538"	"XR_group3a"	1259930	1262442	2265	"Dpse\GA10481"
"FBgn0070540"	"XR_group3a"	1250163	1251277	960	"Dpse\GA10483"
"FBgn0070541"	"XR_group3a"	1248535	1249209	675	"Dpse\GA10484"
"FBgn0070542"	"XR_group3a"	1245128	1245523	327	"Dpse\GA10485"
"FBgn0070545"	"4_group3"	7990962	7991409	243	"Dpse\GA10488"
"FBgn0070547"	"XR_group6"	3275957	3276668	651	"Dpse\GA10490"
"FBgn0070548"	"XR_group6"	3278248	3278852	531	"Dpse\GA10491"
"FBgn0070550"	"Unknown_group_454"	22785	23174	333	"Dpse\GA10493"
"FBgn0070552"	"Unknown_group_454"	19909	21713	1674	"Dpse\GA10495"
"FBgn0070553"	"XR_group6"	3308746	3309510	765	"Dpse\GA10496"
"FBgn0070554"	"Unknown_group_454"	14423	17285	2685	"Dpse\GA10497"
"FBgn0070555"	"Unknown_group_454"	12217	13105	831	"Dpse\GA10498"
"FBgn0070556"	"4_group2"	857903	859002	1044	"Dpse\Mt2"
"FBgn0070557"	"2_"	1701692	1741889	3864	"Dpse\GA10500"
"FBgn0070558"	"2_"	14472006	14472947	942	"Dpse\GA10501"
"FBgn0070559"	"XL_group1e"	5359415	5363026	2097	"Dpse\GA10502"
"FBgn0070561"	"XR_group6"	3111028	3117597	1776	"Dpse\GA10504"
"FBgn0070562"	"4_group4"	6383014	6407691	1476	"Dpse\GA10505"
"FBgn0070564"	"XL_group1e"	8046624	8052833	1944	"Dpse\GA10507"
"FBgn0070565"	"4_group4"	6424919	6428292	2847	"Dpse\GA10508"
"FBgn0070566"	"2_"	28611859	28614073	2094	"Dpse\GA10509"
"FBgn0070569"	"4_group1"	4934786	4936169	1125	"Dpse\GA10512"
"FBgn0070570"	"XR_group8"	6911805	6914006	2202	"Dpse\GA10513"
"FBgn0070571"	"XR_group8"	6918141	6919458	1200	"Dpse\GA10514"
"FBgn0070574"	"XR_group6"	5645367	5646415	972	"Dpse\GA10517"
"FBgn0070575"	"4_group4"	3574558	3591201	3357	"Dpse\GA10518"
"FBgn0070576"	"4_group4"	6354704	6357895	3192	"Dpse\GA10519"
"FBgn0070577"	"XR_group6"	4906373	4924532	828	"Dpse\GA10520"
"FBgn0070578"	"4_group4"	3568946	3570364	1419	"Dpse\GA10521"
"FBgn0070579"	"4_group4"	3571177	3573124	1812	"Dpse\GA10522"
"FBgn0070580"	"4_group4"	3563415	3565031	972	"Dpse\GA10523"
"FBgn0070581"	"XR_group8"	6369381	6372489	1827	"Dpse\GA10524"
"FBgn0070582"	"XR_group8"	6349793	6350710	807	"Dpse\GA10525"
"FBgn0070583"	"4_group4"	3610012	3612365	2217	"Dpse\GA10526"
"FBgn0070584"	"4_group4"	3605063	3606288	1104	"Dpse\GA10527"
"FBgn0070585"	"4_group4"	3595927	3597827	1836	"Dpse\GA10528"
"FBgn0070586"	"XR_group8"	6339568	6345792	5082	"Dpse\GA10529"
"FBgn0070587"	"XR_group6"	9605145	9606113	717	"Dpse\GA10530"
"FBgn0070588"	"3_"	9895870	9902715	2962	"Dpse\GA10531"
"FBgn0070589"	"XR_group8"	4048947	4054004	3714	"Dpse\GA10532"
"FBgn0070590"	"4_group4"	6332099	6335634	2754	"Dpse\GA10533"
"FBgn0070591"	"2_"	24535040	24536817	1602	"Dpse\GA10534"
"FBgn0070592"	"XR_group8"	6930129	6937139	1785	"Dpse\GA10535"
"FBgn0070594"	"XR_group8"	6914851	6917003	2046	"Dpse\GA10537"
"FBgn0070596"	"4_group4"	3573396	3574403	948	"Dpse\GA10539"
"FBgn0070597"	"XR_group6"	4332179	4333201	1023	"Dpse\GA10540"
"FBgn0070598"	"XR_group6"	4333620	4334684	1065	"Dpse\GA10541"
"FBgn0070599"	"4_group4"	6210710	6211897	990	"Dpse\GA10542"
"FBgn0070600"	"3_"	4800397	4800804	294	"Dpse\GA10543"
"FBgn0070601"	"XR_group6"	3523065	3524171	378	"Dpse\GA10544"
"FBgn0070602"	"XR_group6"	11678646	11679428	783	"Dpse\GA10545"
"FBgn0070604"	"4_group4"	3570466	3570993	411	"Dpse\GA10547"
"FBgn0070608"	"XL_group1e"	3992991	3994010	1020	"Dpse\GA10551"
"FBgn0070609"	"XL_group1e"	3980836	3981906	1071	"Dpse\GA10552"
"FBgn0070610"	"2_"	15832026	15834535	2268	"Dpse\GA10553"
"FBgn0070612"	"XR_group6"	6410917	6413874	2751	"Dpse\GA10555"
"FBgn0070613"	"XL_group1a"	2472598	2475508	2820	"Dpse\GA10556"
"FBgn0070614"	"XL_group1a"	2470540	2471511	912	"Dpse\GA10557"
"FBgn0070616"	"XL_group1e"	2657389	2657571	183	"Dpse\GA10559"
"FBgn0070617"	"XR_group6"	4961509	4962867	729	"Dpse\GA10560"
"FBgn0070619"	"XL_group1e"	2747765	2749808	1599	"Dpse\GA10562"
"FBgn0070620"	"3_"	5834068	5834505	378	"Dpse\GA10563"
"FBgn0070621"	"3_"	19400840	19401439	540	"Dpse\GA10564"
"FBgn0070622"	"XL_group1a"	7382454	7398833	2361	"Dpse\GA10565"
"FBgn0070623"	"4_group5"	348595	349845	1251	"Dpse\GA10566"
"FBgn0070624"	"XL_group1a"	7525568	7527007	1305	"Dpse\GA10567"
"FBgn0070625"	"XL_group1e"	8853304	8855971	1947	"Dpse\GA10568"
"FBgn0070626"	"XL_group1a"	7520541	7523840	2190	"Dpse\GA10569"
"FBgn0070627"	"4_group5"	351185	357660	6303	"Dpse\GA10570"
"FBgn0070628"	"4_group5"	358438	361717	2190	"Dpse\GA10571"
"FBgn0070629"	"3_"	14379632	14381137	729	"Dpse\GA10572"
"FBgn0070630"	"XR_group6"	9843022	9843999	978	"Dpse\GA10573"
"FBgn0070631"	"2_"	21217611	21218598	549	"Dpse\GA10574"
"FBgn0070632"	"Unknown_group_8"	40148	53194	4071	"Dpse\GA10575"
"FBgn0070633"	"3_"	644919	646239	1242	"Dpse\GA10576"
"FBgn0070634"	"3_"	5300713	5300919	207	"Dpse\GA10577"
"FBgn0070635"	"2_"	26769791	26771585	1626	"Dpse\GA10578"
"FBgn0070636"	"2_"	5604617	5617109	2390	"Dpse\GA10579"
"FBgn0070637"	"2_"	25561145	25562779	1635	"Dpse\GA10580"
"FBgn0070638"	"2_"	29161034	29163043	2010	"Dpse\GA10581"
"FBgn0070639"	"2_"	12613115	12614760	1578	"Dpse\GA10582"
"FBgn0070640"	"2_"	12725947	12726633	687	"Dpse\GA10583"
"FBgn0070641"	"4_group3"	6987247	6989508	1506	"Dpse\GA10584"
"FBgn0070642"	"4_group1"	1497521	1497814	294	"Dpse\GA10585"
"FBgn0070643"	"4_group3"	4128397	4128690	294	"Dpse\GA10586"
"FBgn0070644"	"4_group4"	4822314	4822862	549	"Dpse\GA10587"
"FBgn0070645"	"2_"	24743099	24747716	4230	"Dpse\GA10588"
"FBgn0070646"	"XR_group8"	5527514	5563854	3501	"Dpse\GA10589"
"FBgn0070647"	"2_"	16906662	16909391	2187	"Dpse\GA10590"
"FBgn0070650"	"3_"	13904382	13927431	15508	"Dpse\GA10593"
"FBgn0070651"	"2_"	10028652	10030191	1479	"Dpse\GA10594"
"FBgn0070652"	"4_group1"	2632527	2633243	570	"Dpse\GA10595"
"FBgn0070653"	"XR_group6"	4888888	4899163	5991	"Dpse\GA10596"
"FBgn0070654"	"XR_group8"	547197	548473	909	"Dpse\GA10597"
"FBgn0070656"	"2_"	16937532	16943049	1612	"Dpse\GA10599"
"FBgn0070658"	"XR_group6"	6875076	6881460	1920	"Dpse\GA10601"
"FBgn0070659"	"XR_group6"	6773038	6855098	2754	"Dpse\GA10602"
"FBgn0070660"	"4_group1"	2179116	2181045	1869	"Dpse\GA10603"
"FBgn0070663"	"XR_group8"	588071	589434	954	"Dpse\GA10606"
"FBgn0070664"	"2_"	11975605	11976780	1176	"Dpse\GA10607"
"FBgn0070665"	"XR_group8"	585442	586184	684	"Dpse\GA10608"
"FBgn0070666"	"2_"	9541722	9561385	3067	"Dpse\GA10609"
"FBgn0070667"	"4_group3"	6287655	6289726	1992	"Dpse\GA10610"
"FBgn0070669"	"4_group3"	4233981	4235911	1014	"Dpse\GA10612"
"FBgn0070670"	"2_"	4640	5962	1323	"Dpse\GA10613"
"FBgn0070671"	"2_"	23394254	23396034	1060	"Dpse\GA10614"
"FBgn0070672"	"4_group3"	4214549	4215392	780	"Dpse\GA10615"
"FBgn0070673"	"2_"	15407813	15408637	825	"Dpse\GA10616"
"FBgn0070676"	"2_"	27825978	27827753	1776	"Dpse\GA10620"
"FBgn0070678"	"4_group4"	3607338	3609134	1398	"Dpse\GA10622"
"FBgn0070679"	"3_"	4656270	4669116	9645	"Dpse\GA10623"
"FBgn0070680"	"2_"	25681494	25683497	1935	"Dpse\GA10624"
"FBgn0070681"	"2_"	24781	25815	876	"Dpse\GA10625"
"FBgn0070683"	"2_"	23021438	23023656	1860	"Dpse\GA10627"
"FBgn0070684"	"2_"	24217838	24218842	834	"Dpse\GA10628"
"FBgn0070685"	"3_"	7536719	7537654	873	"Dpse\GA10629"
"FBgn0070686"	"XR_group8"	4312170	4313868	1512	"Dpse\GA10630"
"FBgn0070687"	"4_group3"	8740005	8740869	732	"Dpse\GA10631"
"FBgn0070688"	"2_"	11452545	11453474	930	"Dpse\GA10632"
"FBgn0070689"	"2_"	30235276	30237638	1626	"Dpse\GA10633"
"FBgn0070691"	"3_"	6408050	6409241	1119	"Dpse\GA10635"
"FBgn0070692"	"3_"	6412998	6413836	780	"Dpse\GA10636"
"FBgn0070693"	"3_"	6476333	6477826	1131	"Dpse\GA10637"
"FBgn0070694"	"3_"	6652975	6654846	1872	"Dpse\GA10638"
"FBgn0070695"	"3_"	6655810	6658342	1818	"Dpse\GA10639"
"FBgn0070696"	"3_"	11344977	11345738	762	"Dpse\GA10640"
"FBgn0070697"	"3_"	11402465	11404381	1917	"Dpse\GA10641"
"FBgn0070699"	"2_"	24854149	24855380	1176	"Dpse\GA10643"
"FBgn0070701"	"4_group4"	2602222	2603460	1179	"Dpse\GA10645"
"FBgn0070702"	"XR_group3a"	1462022	1465729	2406	"Dpse\GA10646"
"FBgn0070703"	"3_"	8004639	8011994	1920	"Dpse\GA10647"
"FBgn0070704"	"3_"	8726062	8727171	1110	"Dpse\GA10648"
"FBgn0070706"	"3_"	16452156	16453262	1107	"Dpse\GA10650"
"FBgn0070707"	"XL_group1e"	12321626	12322864	1239	"Dpse\GA10651"
"FBgn0070709"	"3_"	10714796	10724273	4644	"Dpse\GA10653"
"FBgn0070710"	"3_"	4766804	4767601	735	"Dpse\GA10654"
"FBgn0070711"	"3_"	16849782	16851137	1356	"Dpse\GA10655"
"FBgn0070713"	"XL_group1e"	409419	410470	747	"Dpse\GA10657"
"FBgn0070714"	"XL_group1e"	401744	403133	987	"Dpse\GA10658"
"FBgn0070715"	"4_group4"	2641364	2642668	1305	"Dpse\GA10659"
"FBgn0070716"	"XR_group6"	11640466	11647001	2406	"Dpse\GA10660"
"FBgn0070717"	"4_group4"	2669227	2670637	1347	"Dpse\GA10661"
"FBgn0070718"	"2_"	1577594	1580627	2550	"Dpse\GA10662"
"FBgn0070720"	"4_group4"	2672894	2677756	906	"Dpse\GA10664"
"FBgn0070721"	"3_"	14872913	14875475	2295	"Dpse\GA10665"
"FBgn0070723"	"XL_group1e"	3960751	3962996	2217	"Dpse\GA10667"
"FBgn0070724"	"XL_group1e"	3977560	3978844	1221	"Dpse\GA10668"
"FBgn0070726"	"XL_group1e"	3986474	3987868	1395	"Dpse\GA10670"
"FBgn0070728"	"XL_group3a"	1965904	1968178	744	"Dpse\GA10672"
"FBgn0070729"	"XL_group1e"	1969122	1969820	639	"Dpse\GA10673"
"FBgn0070731"	"XR_group6"	11687054	11703759	2580	"Dpse\GA10675"
"FBgn0070733"	"XL_group1e"	8259024	8259332	309	"Dpse\GA10677"
"FBgn0070735"	"3_"	8918845	8920887	1701	"Dpse\GA10679"
"FBgn0070736"	"XR_group6"	3532641	3534218	927	"Dpse\GA10680"
"FBgn0070737"	"XR_group6"	3514011	3520491	4383	"Dpse\GA10681"
"FBgn0070739"	"2_"	17445061	17446067	594	"Dpse\GA10683"
"FBgn0070740"	"2_"	12371490	12374788	2838	"Dpse\GA10684"
"FBgn0070741"	"2_"	17414727	17417333	2539	"Dpse\GA10685"
"FBgn0070742"	"2_"	12345102	12346271	981	"Dpse\GA10686"
"FBgn0070743"	"XR_group6"	3528697	3531125	1941	"Dpse\GA10687"
"FBgn0070744"	"XL_group1e"	1268861	1279045	3171	"Dpse\GA10688"
"FBgn0070745"	"XL_group1e"	1281473	1286848	2145	"Dpse\GA10689"
"FBgn0070747"	"4_group1"	4948392	4952569	3381	"Dpse\GA10691"
"FBgn0070749"	"2_"	16109466	16110282	753	"Dpse\GA10693"
"FBgn0070750"	"XL_group1e"	1325117	1326468	1017	"Dpse\GA10694"
"FBgn0070753"	"XL_group1e"	6515248	6521867	792	"Dpse\GA10697"
"FBgn0070754"	"XL_group1e"	9537112	9539119	1875	"Dpse\GA10698"
"FBgn0070756"	"2_"	17455275	17457370	1860	"Dpse\GA10700"
"FBgn0070757"	"2_"	12362278	12366270	993	"Dpse\GA10701"
"FBgn0070758"	"3_"	10004474	10005347	666	"Dpse\GA10702"
"FBgn0070759"	"XR_group6"	11679697	11684505	3783	"Dpse\GA10703"
"FBgn0070760"	"3_"	12521350	12522290	941	"Dpse\GA10704"
"FBgn0070762"	"XR_group6"	11637622	11640075	1167	"Dpse\GA10706"
"FBgn0070763"	"2_"	30239230	30240783	855	"Dpse\GA10707"
"FBgn0070764"	"XR_group6"	11633667	11635952	2037	"Dpse\GA10708"
"FBgn0070765"	"4_group1"	1625025	1625971	363	"Dpse\GA10709"
"FBgn0070766"	"3_"	12683014	12684043	975	"Dpse\GA10710"
"FBgn0070767"	"2_"	24813300	24814789	1176	"Dpse\GA10711"
"FBgn0070768"	"4_group1"	4847498	4848129	381	"Dpse\GA10712"
"FBgn0070770"	"Unknown_group_139"	16213	17022	543	"Dpse\GA10714"
"FBgn0070771"	"4_group1"	651299	652645	1347	"Dpse\GA10715"
"FBgn0070772"	"2_"	24782667	24783409	681	"Dpse\GA10716"
"FBgn0070773"	"4_group1"	629549	632036	1050	"Dpse\GA10717"
"FBgn0070775"	"4_group1"	549193	553013	2253	"Dpse\GA10719"
"FBgn0070776"	"2_"	24217046	24217738	693	"Dpse\GA10720"
"FBgn0070778"	"2_"	19432537	19435740	2612	"Dpse\GA10722"
"FBgn0070779"	"3_"	13174707	13175348	468	"Dpse\GA10723"
"FBgn0070780"	"4_group1"	1626469	1626994	456	"Dpse\GA10724"
"FBgn0070782"	"3_"	17732688	17735164	2295	"Dpse\GA10726"
"FBgn0070783"	"2_"	19440078	19442104	1263	"Dpse\GA10727"
"FBgn0070784"	"4_group5"	549026	553151	1254	"Dpse\GA10728"
"FBgn0070787"	"3_"	9149251	9151993	2604	"Dpse\GA10731"
"FBgn0070788"	"2_"	24874078	24877895	2543	"Dpse\GA10732"
"FBgn0070789"	"3_"	19351023	19353577	2343	"Dpse\GA10733"
"FBgn0070790"	"Unknown_group_58"	29428	38662	2880	"Dpse\GA10734"
"FBgn0070792"	"Unknown_group_58"	47740	60970	10068	"Dpse\GA10736"
"FBgn0070793"	"3_"	199040	209894	1992	"Dpse\GA10737"
"FBgn0070795"	"2_"	10034199	10037095	2054	"Dpse\GA10739"
"FBgn0070796"	"2_"	24887394	24892280	3788	"Dpse\GA10740"
"FBgn0070797"	"4_group5"	497335	500440	2991	"Dpse\GA10741"
"FBgn0070798"	"XL_group1e"	6498544	6501186	2427	"Dpse\GA10742"
"FBgn0070800"	"3_"	19382049	19389507	3330	"Dpse\GA10744"
"FBgn0070801"	"3_"	4993539	4994874	735	"Dpse\GA10745"
"FBgn0070802"	"2_"	26763313	26765153	1728	"Dpse\GA10746"
"FBgn0070803"	"Unknown_group_14"	1066	42081	4887	"Dpse\GA10747"
"FBgn0070804"	"3_"	1365824	1383654	4062	"Dpse\GA10748"
"FBgn0070806"	"3_"	1404852	1405334	483	"Dpse\GA10750"
"FBgn0070807"	"2_"	10049989	10052000	1773	"Dpse\GA10751"
"FBgn0070808"	"2_"	17333096	17337201	2439	"Dpse\GA10752"
"FBgn0070809"	"XL_group1e"	6511370	6514148	2487	"Dpse\GA10753"
"FBgn0070811"	"2_"	17004547	17040070	1766	"Dpse\GA10755"
"FBgn0070812"	"XL_group1e"	6523207	6524126	837	"Dpse\GA10756"
"FBgn0070813"	"4_group5"	504891	509705	4365	"Dpse\GA10757"
"FBgn0070814"	"3_"	17737029	17738550	1131	"Dpse\GA10758"
"FBgn0070815"	"XR_group6"	2934123	2939654	1374	"Dpse\GA10759"
"FBgn0070816"	"3_"	1445280	1460038	4176	"Dpse\GA10760"
"FBgn0070817"	"XL_group1e"	1327425	1328084	660	"Dpse\GA10761"
"FBgn0070818"	"XL_group1e"	3303642	3314024	588	"Dpse\GA10762"
"FBgn0070819"	"3_"	1549657	1552783	2217	"Dpse\GA10763"
"FBgn0070820"	"XR_group6"	3018943	3020364	1317	"Dpse\GA10764"
"FBgn0070821"	"3_"	8621718	8622289	510	"Dpse\GA10765"
"FBgn0070822"	"XL_group1e"	1310515	1318545	3783	"Dpse\GA10766"
"FBgn0070823"	"XR_group6"	3011861	3013308	1338	"Dpse\GA10767"
"FBgn0070824"	"2_"	26757844	26759690	1572	"Dpse\GA10768"
"FBgn0070826"	"3_"	1618456	1627963	1278	"Dpse\GA10770"
"FBgn0070828"	"3_"	1631796	1633835	1986	"Dpse\GA10772"
"FBgn0070829"	"3_"	1633981	1634608	561	"Dpse\GA10773"
"FBgn0070830"	"3_"	6702307	6703699	1149	"Dpse\GA10774"
"FBgn0070831"	"XL_group1e"	918861	919589	612	"Dpse\GA10775"
"FBgn0070832"	"3_"	12395148	12396470	1323	"Dpse\GA10776"
"FBgn0070833"	"XR_group6"	2999435	3001402	1836	"Dpse\GA10777"
"FBgn0070834"	"XL_group1e"	1303453	1304871	1287	"Dpse\GA10778"
"FBgn0070835"	"2_"	21724076	21725900	1698	"Dpse\GA10779"
"FBgn0070836"	"XL_group1e"	1301406	1302675	1152	"Dpse\GA10780"
"FBgn0070837"	"XR_group6"	2987964	2988714	681	"Dpse\GA10781"
"FBgn0070838"	"3_"	8618007	8619549	1302	"Dpse\GA10782"
"FBgn0070839"	"XL_group1e"	1282414	1283224	693	"Dpse\GA10783"
"FBgn0070840"	"3_"	8603638	8606322	2421	"Dpse\GA10784"
"FBgn0070841"	"XR_group6"	3025286	3025936	501	"Dpse\GA10785"
"FBgn0070843"	"3_"	12393478	12394925	1185	"Dpse\GA10787"
"FBgn0070845"	"3_"	6690349	6692697	2112	"Dpse\GA10789"
"FBgn0070846"	"4_group1"	621407	624938	732	"Dpse\GA10790"
"FBgn0070850"	"4_group1"	669074	671919	2139	"Dpse\GA10794"
"FBgn0070851"	"Unknown_group_43"	12296	23876	4764	"Dpse\GA10795"
"FBgn0070852"	"4_group4"	3069653	3071834	1416	"Dpse\GA10796"
"FBgn0070853"	"2_"	21753439	21754344	906	"Dpse\GA10797"
"FBgn0070854"	"XL_group1e"	1284297	1284877	348	"Dpse\GA10798"
"FBgn0070855"	"Unknown_group_43"	34918	36627	1710	"Dpse\GA10799"
"FBgn0070856"	"Unknown_group_43"	60338	83366	2055	"Dpse\GA10800"
"FBgn0070858"	"XL_group1e"	1261505	1265800	4296	"Dpse\GA10802"
"FBgn0070859"	"XL_group1e"	1220425	1221561	1071	"Dpse\GA10803"
"FBgn0070860"	"3_"	8607086	8607725	441	"Dpse\GA10804"
"FBgn0070861"	"2_"	21754683	21756168	1343	"Dpse\GA10805"
"FBgn0070862"	"XL_group1e"	811594	816932	1602	"Dpse\GA10806"
"FBgn0070863"	"XL_group3b"	135003	135897	840	"Dpse\GA10807"
